date,type,category,item,amount,source,card
4/1/2013,הוצאה,ביטוח,,30.25,,
4/10/2013,הכנסה,משכורת/קצבה,משכורת רותם,"14,983",,
4/10/2013,הכנסה,הפקדת שיקים,,"1,000",,
4/10/2013,הכנסה,מזומן,,0,,
4/10/2013,הכנסה,הכנסות אחרות,,284.91,,
5/5/2013,הוצאה,בילוי ומסעדות,פרופסור ביס  ,28.2,כרטיסי אשראי,2431
5/26/2013,הוצאה,בילוי ומסעדות,קקאו משפטים  ,16,כרטיסי אשראי,2431
5/30/2013,הוצאה,בילוי ומסעדות,קקאו משפטים  ,24,כרטיסי אשראי,2431
5/29/2013,הוצאה,חינוך ומשפחה,שירותי צילום-מפעיל ב  ,3.7,כרטיסי אשראי,2431
5/12/2013,הוצאה,מזון ומשקאות,ק ב מרקט בעמ  ,39.52,כרטיסי אשראי,2431
5/7/2013,הוצאה,ביגוד והנעלה,DICTOR  ,289,כרטיסי אשראי,2431
5/28/2013,הוצאה,בריאות,שרותי בריאות כללית  ,110.78,כרטיסי אשראי,2431
5/31/2013,הוצאה,מוצרי חשמל ותקשורת,GOOGLE *GOOGLE STORA  ,9.29,כרטיסי אשראי,2431
5/16/2013,הוצאה,רכב ותחבורה,"גט טקסי בע""מ  ",27,כרטיסי אשראי,2431
5/20/2013,הוצאה,רכב ותחבורה,אחוזת החוף- חניון מד  ,15,כרטיסי אשראי,2431
5/27/2013,הוצאה,רכב ותחבורה,"גט טקסי בע""מ  ",51.6,כרטיסי אשראי,2431
5/7/2013,הוצאה,מיסים ותשלומים,חשבון לשרותי סלקום  ,100.48,כרטיסי אשראי,2431
5/5/2013,הוצאה,מזומן,משיכה מבנקט  ,50,מזומן,223986 \ 511
5/1/2013,הכנסה,משכורת/קצבה,משכורת רותם,"25,853.00",,
5/1/2013,הכנסה,הפקדת שיקים,,0,,
5/1/2013,הכנסה,מזומן,,0,,
9/2/2013,הוצאה,נופש,AIRBNB  ,"5,614.00",כרטיסי אשראי,2431
9/9/2013,הוצאה,מזון ומשקאות,מרקט ניקול  ,35.6,כרטיסי אשראי,2431
9/3/2013,הוצאה,יופי ואביזרי אופנה,ovivarerifo  ,450,כרטיסי אשראי,2431
9/12/2013,הוצאה,בריאות,"ד""ר משה ביאלר רופא ש  ",230,כרטיסי אשראי,2431
9/25/2013,הוצאה,בריאות,שרותי בריאות כללית  ,114.81,כרטיסי אשראי,2431
9/29/2013,הוצאה,רכב ותחבורה,פאנגו חניה סלולרית  ,4.13,כרטיסי אשראי,2431
9/13/2013,הוצאה,רכב ותחבורה,"דלק ח.י היובל בע""מ  ",289.83,כרטיסי אשראי,2431
9/7/2013,הוצאה,מיסים ותשלומים,חשבון לשרותי סלקום  ,169.51,כרטיסי אשראי,2431
9/15/2013,הוצאה,רכב ותחבורה,"גט טקסי בע""מ  ",39.4,כרטיסי אשראי,2431
9/1/2013,הכנסה,משכורת/קצבה,,"14,981.00",,
9/1/2013,הכנסה,הפקדת שיקים,,0,,
9/1/2013,הכנסה,מזומן,,0,,
9/1/2013,הכנסה,הכנסות אחרות,,274.98,,
10/24/2013,הכנסה,שיקים,הפק.שיק במכונה  ,"2,300.00",שיקים,223986 \ 511
10/1/2013,הוצאה,מוצרי חשמל ותקשורת,GOOGLE *GOOGLE STORA  ,8.9,כרטיסי אשראי,2431
10/4/2013,הוצאה,נופש,020050969  ,376.56,כרטיסי אשראי,2431
10/3/2013,הוצאה,נופש,SUPERMERCADO EL DUEN  ,18.34,כרטיסי אשראי,2431
10/31/2013,הוצאה,מוצרי חשמל ותקשורת,GOOGLE *GOOGLE STORA  ,8.91,כרטיסי אשראי,5937
10/14/2013,הוצאה,בילוי ומסעדות,קופי טיים  ,18.2,כרטיסי אשראי,2431
10/29/2013,הוצאה,בריאות,שרותי בריאות כללית  ,114.81,כרטיסי אשראי,5937
10/29/2013,הוצאה,רכב ותחבורה,פאנגו חניה סלולרית  ,15.4,כרטיסי אשראי,5937
10/14/2013,הוצאה,מוצרי חשמל ותקשורת,ת.נ.ל. יעוץ והשקעות  ,30,כרטיסי אשראי,2431
10/31/2013,הוצאה,מזון ומשקאות,סונול חניון הככר  ,39,כרטיסי אשראי,5937
10/7/2013,הוצאה,מיסים ותשלומים,חשבון לשרותי סלקום  ,169.51,כרטיסי אשראי,2431
10/4/2013,הוצאה,שירותי בנקאות,רבית  ,21.06,חיוב חשבון,223986 \ 511
10/15/2013,הוצאה,שירותי בנקאות,עמלת הנפקת כרטיס חלו  ,27.58,כרטיסי אשראי,5937
10/30/2013,הוצאה,בילוי ומסעדות,קקאו משפטים  ,24,כרטיסי אשראי,5937
10/30/2013,הוצאה,מזומן,משיכה מבנקט  ,202.5,מזומן,223986 \ 511
10/1/2013,הכנסה,משכורת/קצבה,משכורת רותם,"14,982.00",,
10/1/2013,הכנסה,הפקדת שיקים,,0,,
10/1/2013,הכנסה,מזומן,,0,,
10/1/2013,הכנסה,הכנסות אחרות,,414.68,,
11/2/2013,הוצאה,בילוי ומסעדות,הפיצה  ,130,כרטיסי אשראי,59
11/1/2013,הוצאה,בילוי ומסעדות,ביגי זי בר  ,65,כרטיסי אשראי,59
11/4/2013,הוצאה,בילוי ומסעדות,קופי טיים בעמ  ,24.3,כרטיסי אשראי,3758
11/6/2013,הוצאה,בילוי ומסעדות,לה שוק  ,210,כרטיסי אשראי,59
11/6/2013,הוצאה,בילוי ומסעדות,קופי טיים בעמ  ,18.2,כרטיסי אשראי,3758
11/7/2013,הוצאה,בילוי ומסעדות,מלכי ישראל  ,58,כרטיסי אשראי,59
11/7/2013,הוצאה,בילוי ומסעדות,קפה בר הבימה  ,48,כרטיסי אשראי,59
11/7/2013,הוצאה,בילוי ומסעדות,טאפאו  ,190,כרטיסי אשראי,59
11/9/2013,הוצאה,בילוי ומסעדות,מסעדת ברטי  ,95,כרטיסי אשראי,59
11/8/2013,הוצאה,בילוי ומסעדות,קפה בר הבימה  ,16,כרטיסי אשראי,59
11/9/2013,הוצאה,בילוי ומסעדות,שאטו שועל  ,94.9,כרטיסי אשראי,59
11/11/2013,הוצאה,בילוי ומסעדות,DUALLY VENDING MACHI  ,5.1,כרטיסי אשראי,3758
11/13/2013,הוצאה,בילוי ומסעדות,קופי טיים בעמ  ,18.2,כרטיסי אשראי,3758
11/16/2013,הוצאה,בילוי ומסעדות,נדב קינוחים  ,63,כרטיסי אשראי,59
11/15/2013,הוצאה,בילוי ומסעדות,ללי פופ  ,33,כרטיסי אשראי,3758
11/15/2013,הוצאה,בילוי ומסעדות,משוושה  ,22,כרטיסי אשראי,59
11/17/2013,הוצאה,בילוי ומסעדות,קפה ג'ו פולג  ,37,כרטיסי אשראי,59
11/15/2013,הוצאה,בילוי ומסעדות,"ברוטשילד ג.נ בע""מ  ",16,כרטיסי אשראי,59
11/18/2013,הוצאה,בילוי ומסעדות,הפיצה  ,131,כרטיסי אשראי,59
11/16/2013,הוצאה,בילוי ומסעדות,קפה נחמה  ,24.65,כרטיסי אשראי,59
11/18/2013,הוצאה,בילוי ומסעדות,דואלי מכונות אוטומטי  ,6.8,כרטיסי אשראי,3758
11/18/2013,הוצאה,בילוי ומסעדות,דואלי מכונות אוטומטי  ,6.2,כרטיסי אשראי,3758
11/18/2013,הוצאה,בילוי ומסעדות,דואלי מכונות אוטומטי  ,3.3,כרטיסי אשראי,3758
11/20/2013,הוצאה,בילוי ומסעדות,קפה בר הבימה  ,52,כרטיסי אשראי,59
11/20/2013,הוצאה,בילוי ומסעדות,קופי טיים בעמ  ,16.4,כרטיסי אשראי,3758
11/23/2013,הוצאה,בילוי ומסעדות,פורט סעיד  ,134,כרטיסי אשראי,59
11/22/2013,הוצאה,בילוי ומסעדות,קיורטוש בוגרשוב  ,39,כרטיסי אשראי,3758
11/22/2013,הוצאה,בילוי ומסעדות,דה גורדון ביץ'  ,35,כרטיסי אשראי,59
11/25/2013,הוצאה,בילוי ומסעדות,הפיצה  ,161,כרטיסי אשראי,5940
11/26/2013,הוצאה,בילוי ומסעדות,מלכי ישראל  ,70,כרטיסי אשראי,5940
11/27/2013,הוצאה,בילוי ומסעדות,קופי טיים בעמ  ,12.2,כרטיסי אשראי,3758
11/27/2013,הוצאה,בילוי ומסעדות,דרייב סטור  ,24,כרטיסי אשראי,3758
11/29/2013,הוצאה,בילוי ומסעדות,קפה לנדוור  ,62,כרטיסי אשראי,5940
11/29/2013,הוצאה,בילוי ומסעדות,משוושה  ,28,כרטיסי אשראי,5940
11/30/2013,הוצאה,בילוי ומסעדות,המינגווי  ,100,כרטיסי אשראי,5940
11/8/2013,הוצאה,חינוך ומשפחה,אוריינט אקספרס  ,74,כרטיסי אשראי,59
11/12/2013,הוצאה,חינוך ומשפחה,אופיס דיפו  ,47.96,כרטיסי אשראי,3758
11/20/2013,הוצאה,חינוך ומשפחה,"א.בקל צורכי משרד בע""  ",55.8,כרטיסי אשראי,3758
11/25/2013,הוצאה,תרבות ופנאי,בלייזר ידיעות  ,19.9,כרטיסי אשראי,59
11/26/2013,הוצאה,תרבות ופנאי,"הוצאת עתון הארץ בע""מ  ",89.89,כרטיסי אשראי,59
11/1/2013,הוצאה,מזון ומשקאות,אי.אם.פי.אם בוגרשוב  ,48.84,כרטיסי אשראי,59
11/3/2013,הוצאה,מזון ומשקאות,ק ב מרקט בעמ  ,44.3,כרטיסי אשראי,59
11/4/2013,הוצאה,מזון ומשקאות,סונול חניון הככר  ,29,כרטיסי אשראי,3758
11/5/2013,הוצאה,מזון ומשקאות,ק ב מרקט בעמ  ,62.67,כרטיסי אשראי,3758
11/6/2013,הוצאה,מזון ומשקאות,סונול חניון הככר  ,41.98,כרטיסי אשראי,3758
11/8/2013,הוצאה,מזון ומשקאות,אי.אם.פי.אם בוגרשוב  ,73.7,כרטיסי אשראי,59
11/8/2013,הוצאה,מזון ומשקאות,אי.אם.פי.אם בוגרשוב  ,45.67,כרטיסי אשראי,59
11/7/2013,הוצאה,מזון ומשקאות,ק ב מרקט בעמ  ,26,כרטיסי אשראי,3758
11/8/2013,הוצאה,מזון ומשקאות,אי.אם.פי.אם בוגרשוב  ,18.57,כרטיסי אשראי,59
11/9/2013,הוצאה,מזון ומשקאות,סונול חניון הככר  ,32.99,כרטיסי אשראי,3758
11/10/2013,הוצאה,מזון ומשקאות,סונול חניון הככר  ,41.99,כרטיסי אשראי,3758
11/11/2013,הוצאה,מזון ומשקאות,אי.אם.פי.אם בוגרשוב  ,41.16,כרטיסי אשראי,59
11/11/2013,הוצאה,מזון ומשקאות,סונול חניון הככר  ,32,כרטיסי אשראי,3758
11/14/2013,הוצאה,מזון ומשקאות,מגה בעיר כיכר דיזנגו  ,152.71,כרטיסי אשראי,59
11/13/2013,הוצאה,מזון ומשקאות,סונול חניון הככר  ,29,כרטיסי אשראי,3758
11/17/2013,הוצאה,מזון ומשקאות,סונול חניון הככר  ,44.97,כרטיסי אשראי,3758
11/20/2013,הוצאה,מזון ומשקאות,סונול חניון הככר  ,34.98,כרטיסי אשראי,3758
11/22/2013,הוצאה,מזון ומשקאות,אי.אם.פי.אם בוגרשוב  ,82.35,כרטיסי אשראי,59
11/22/2013,הוצאה,מזון ומשקאות,אי.אם.פי.אם בוגרשוב  ,39.41,כרטיסי אשראי,59
11/22/2013,הוצאה,מזון ומשקאות,אי.אם.פי.אם בוגרשוב  ,2.86,כרטיסי אשראי,59
11/29/2013,הוצאה,מזון ומשקאות,אי.אם.פי.אם בוגרשוב  ,50.33,כרטיסי אשראי,5940
11/30/2013,הוצאה,מזון ומשקאות,אי.אם.פי.אם בוגרשוב  ,61.58,כרטיסי אשראי,3758
11/1/2013,הוצאה,ביגוד והנעלה,"קסטרו מן ת""א  ",125.08,כרטיסי אשראי,59
11/8/2013,הוצאה,ביגוד והנעלה,מגה ספורט דיזנגוף  ,130,כרטיסי אשראי,59
11/29/2013,הוצאה,ביגוד והנעלה,פול אנד בר - דיזנגוף  ,139.7,כרטיסי אשראי,3758
11/8/2013,הוצאה,יופי ואביזרי אופנה,ovivarerifo  ,550,כרטיסי אשראי,3758
11/8/2013,הוצאה,יופי ואביזרי אופנה,NAILS  ,87.42,כרטיסי אשראי,3758
11/14/2013,הוצאה,בריאות,סופר פארם איכילוב  ,92.94,כרטיסי אשראי,59
11/26/2013,הוצאה,בריאות,שרותי בריאות כללית  ,82.08,כרטיסי אשראי,59
11/6/2013,הוצאה,מוצרי חשמל ותקשורת,באג דיונון תל אביב  ,42.2,כרטיסי אשראי,3758
11/5/2013,הוצאה,מוצרי חשמל ותקשורת,PAYPAL *MICROSOFTLU  ,35.12,כרטיסי אשראי,59
11/15/2013,הוצאה,מוצרי חשמל ותקשורת,אייבורי מחשבים  ,69,כרטיסי אשראי,59
8/21/2013,הוצאה,מוצרי חשמל ותקשורת,ברימאג דיגיטל אייג'-  ,925,כרטיסי אשראי,59
11/20/2013,הוצאה,מוצרי חשמל ותקשורת,PAYPAL *DEALEXTREME  ,79.65,כרטיסי אשראי,59
11/21/2013,הוצאה,מוצרי חשמל ותקשורת,PAYPAL *DEALEXTREME  ,28.08,כרטיסי אשראי,59
11/22/2013,הוצאה,מוצרי חשמל ותקשורת,אייבורי מחשבים  ,740,כרטיסי אשראי,59
11/15/2013,הוצאה,בית וגן,הום סנטרס דיזינגוף  ,60.96,כרטיסי אשראי,59
11/18/2013,הוצאה,בית וגן,הום סנטרס דיזינגוף  ,47.97,כרטיסי אשראי,59
11/26/2013,הוצאה,ביטוח,פניקס ביטוח  ,30.88,כרטיסי אשראי,59
11/4/2013,הוצאה,רכב ותחבורה,אחוזת החוף- חניון מד  ,16,כרטיסי אשראי,3758
11/11/2013,הוצאה,רכב ותחבורה,אחוזת החוף- חניון מד  ,14,כרטיסי אשראי,3758
11/11/2013,הוצאה,רכב ותחבורה,סונול חניון הככר  ,197.92,כרטיסי אשראי,3758
11/12/2013,הוצאה,רכב ותחבורה,"גט טקסי בע""מ  ",36.3,כרטיסי אשראי,59
11/13/2013,הוצאה,רכב ותחבורה,"גט טקסי בע""מ  ",34.1,כרטיסי אשראי,59
11/13/2013,הוצאה,רכב ותחבורה,"גט טקסי בע""מ  ",34.1,כרטיסי אשראי,59
11/16/2013,הוצאה,רכב ותחבורה,ת.דלק מחלף זכרון יעק  ,255.67,כרטיסי אשראי,59
11/15/2013,הוצאה,רכב ותחבורה,"גט טקסי בע""מ  ",20,כרטיסי אשראי,59
11/17/2013,הוצאה,רכב ותחבורה,"גט טקסי בע""מ  ",37.5,כרטיסי אשראי,59
11/18/2013,הוצאה,מזון ומשקאות,סונול חניון הככר  ,32,כרטיסי אשראי,3758
11/18/2013,הוצאה,רכב ותחבורה,אחוזת החוף- חניון מד  ,16,כרטיסי אשראי,3758
11/23/2013,הוצאה,מזון ומשקאות,סונול חניון הככר  ,32.99,כרטיסי אשראי,3758
11/23/2013,הוצאה,רכב ותחבורה,"גט טקסי בע""מ  ",24.6,כרטיסי אשראי,59
11/22/2013,הוצאה,רכב ותחבורה,"גט טקסי בע""מ  ",21,כרטיסי אשראי,59
11/24/2013,הוצאה,רכב ותחבורה,סונול חניון הככר  ,197.3,כרטיסי אשראי,3758
11/24/2013,הוצאה,מזון ומשקאות,סונול חניון הככר  ,34.98,כרטיסי אשראי,3758
11/25/2013,הוצאה,רכב ותחבורה,אחוזת החוף- חניון מד  ,16,כרטיסי אשראי,3758
11/25/2013,הוצאה,מזון ומשקאות,סונול חניון הככר  ,34.98,כרטיסי אשראי,3758
11/27/2013,הוצאה,מזון ומשקאות,סונול חניון הככר  ,29,כרטיסי אשראי,3758
11/30/2013,הוצאה,רכב ותחבורה,ת.דלק מחלף זכרון יעק  ,200.02,כרטיסי אשראי,5940
11/11/2013,הוצאה,מיסים ותשלומים,"בזק בינלאומי בע""מ  ",81.29,כרטיסי אשראי,59
11/20/2013,הוצאה,רכב ותחבורה,דרך ארץ הוראת קבע  ,82.68,כרטיסי אשראי,59
11/29/2013,הוצאה,מיסים ותשלומים,"עיריית תל אביב-יפו,א  ",368.26,כרטיסי אשראי,5940
11/29/2013,הוצאה,מיסים ותשלומים,מי אביבים חיוב תקופת  ,170.14,כרטיסי אשראי,5940
11/4/2013,הוצאה,שירותי בנקאות,ע.מפעולות-ישיר  ,22.95,חיוב חשבון,337558 \ 722
11/4/2013,הוצאה,שירותי בנקאות,ע.מפעולות-ישיר  ,20.25,חיוב חשבון,39965 \ 170
11/24/2013,הוצאה,שירותי בנקאות,דמי כרטיס /הנפקה  ,4.85,כרטיסי אשראי,5940
11/24/2013,הוצאה,שירותי בנקאות,דמי כרטיס /הנפקה  ,4.85,כרטיסי אשראי,3758
11/8/2013,הוצאה,מתנות ומזכרות,סוהו קולקשן  ,49.6,כרטיסי אשראי,59
11/14/2013,הוצאה,בריאות,פרופ' ארויןוייס מרפא  ,280,כרטיסי אשראי,59
11/16/2013,הוצאה,בילוי ומסעדות,שושה  ,77.9,כרטיסי אשראי,59
11/19/2013,הוצאה,שירותי בנקאות,רבית  ,160.92,חיוב חשבון,690135 \ 170
8/21/2013,הוצאה,שונות,עמלת תשלום נדחה  ,0.5,כרטיסי אשראי,59
11/4/2013,הוצאה,מזומן,משיכה מבנקט  ,52.5,מזומן,337558 \ 722
11/8/2013,הוצאה,מזומן,משיכה מבנקט  ,102.5,מזומן,39965 \ 170
11/8/2013,הוצאה,מזומן,משיכה מבנקט  ,100,מזומן,337558 \ 722
11/13/2013,הוצאה,מזומן,משיכה מבנקט  ,302.5,מזומן,337558 \ 722
11/18/2013,הוצאה,מזומן,משיכה מבנקט  ,206.5,מזומן,690135 \ 170
11/22/2013,הוצאה,מזומן,משיכה מבנקט  ,202.5,מזומן,39965 \ 170
11/26/2013,הוצאה,מזומן,משיכה מבנקט  ,302.5,מזומן,39965 \ 170
11/6/2013,הוצאה,מתנות ומזכרות,פרחי חן  ,140,כרטיסי אשראי,59
11/25/2013,הוצאה,מזון ומשקאות,העברה לאחר-נט  ,70,חיוב חשבון,39965 \ 170
11/1/2013,הוצאה,מזון ומשקאות,אי.אם.פי.אם בוגרשוב  ,34.58,כרטיסי אשראי,5937
11/3/2013,הוצאה,מזון ומשקאות,סונול חניון הככר  ,43.99,כרטיסי אשראי,5937
11/15/2013,הוצאה,רכב ותחבורה,"גט טקסי בע""מ  ",26.4,כרטיסי אשראי,5937
11/15/2013,הוצאה,רכב ותחבורה,"גט טקסי בע""מ  ",24.9,כרטיסי אשראי,5937
11/7/2013,הוצאה,מיסים ותשלומים,חשבון לשרותי סלקום  ,169.51,כרטיסי אשראי,2431
11/20/2013,הוצאה,שירותי בנקאות,רבית  ,12.23,חיוב חשבון,216573 \ 170
11/23/2013,הוצאה,רכב ותחבורה,"גט טקסי בע""מ  ",27,כרטיסי אשראי,5937
11/27/2013,הוצאה,רכב ותחבורה,פאנגו חניה סלולרית  ,8.47,כרטיסי אשראי,5937
11/29/2013,הוצאה,חינוך ומשפחה,שירותי צילום-מפעיל ב  ,23.46,כרטיסי אשראי,5937
11/25/2013,הכנסה,משכורת,משכורת  ,"27,052.00",משכורת,690135 \ 170
11/20/2013,הכנסה,זיכוי,CashBack זיכוי  ,4.85,אחר,690135 \ 170
12/1/2013,הכנסה,"מופ""ת מילואים","מופ""ת מילואים",44,אחר,690135 \ 170
12/1/2013,הוצאה,מזון ומשקאות,סונול חניון הככר,29,כרטיסי אשראי,3758
12/2/2013,הוצאה,מזומן,משיכה מבנקט,205,מזומן,39965 \ 170
12/2/2013,הוצאה,מזון ומשקאות,אי.אם.פי.אם בוגרשוב,42.53,כרטיסי אשראי,5940
12/2/2013,הוצאה,רכב ותחבורה,אחוזת החוף- חניון מד,16,כרטיסי אשראי,3758
12/2/2013,הוצאה,בילוי ומסעדות,קופי טיים בעמ,12.2,כרטיסי אשראי,3758
12/2/2013,הוצאה,מוצרי חשמל ותקשורת,GOOGLE *GOOGLE STORA,8.87,כרטיסי אשראי,5937
12/3/2013,הוצאה,בילוי ומסעדות,מסעדת יפו תל אביב,300,כרטיסי אשראי,5940
12/3/2013,הוצאה,שירותי בנקאות,ע.מפעולות-ישיר,25.65,חיוב חשבון,39965 \ 170
12/3/2013,הוצאה,שירותי בנקאות,ע.מפעולות-ישיר,13.5,חיוב חשבון,690135 \ 170
12/4/2013,הכנסה,משכורת,משכורת,"8,518.00",,
12/4/2013,הוצאה,חינוך ומשפחה,"אונ' ת""א אגף מיחשוב","2,085.73",כרטיסי אשראי,5937
12/4/2013,הוצאה,מזומן,משיכה מבנקט,206.5,מזומן,39965 \ 170
12/4/2013,הוצאה,בילוי ומסעדות,בריסרי אבן גבירול,87,כרטיסי אשראי,5940
12/4/2013,הוצאה,חינוך ומשפחה,ספרות זולה-אגודה,56.44,כרטיסי אשראי,3758
12/4/2013,הוצאה,בילוי ומסעדות,הפיצה,54,כרטיסי אשראי,5940
12/4/2013,הוצאה,בילוי ומסעדות,המינגווי,38,כרטיסי אשראי,5940
12/4/2013,הוצאה,מזון ומשקאות,סונול חניון הככר,29,כרטיסי אשראי,3758
12/4/2013,הוצאה,רכב ותחבורה,אחוזת החוף- חניון מד,4,כרטיסי אשראי,3758
12/5/2013,הוצאה,מזומן,משיכה מבנקט,102.5,מזומן,39965 \ 170
12/5/2013,הוצאה,בילוי ומסעדות,הפיצה,101,כרטיסי אשראי,5940
12/5/2013,הוצאה,תרבות ופנאי,קולנוע רב חן דיזנגוף,76,כרטיסי אשראי,5940
